job_number,job_scope,job_status_at_dwr_create,date,dwrNumber,jobNumber,dwrBillingType,additionalFields,labour.name,labour.unit,labour.quantity,timeCard.description,iStatus
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-04-21,250428-009,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Data Processing,HR,1.0,"CS. PROCESSING CB FIELD DATA 04/17.  								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-04-21,250428-009,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,"CS, DRAFTING ON FORM CHECK AS-BUILT SKETCH.",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-04-22,250514-003,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,"Review plan and send to client - late DWR, hope we get more field time on site.",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-23,250525-005,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,10.0,"CB-As-Built: South Abutment & South Pier Footings, North Abutment Footing and Wall, North Pier Footing and Column;
Layout: Set Centreline nails on South Abutment & Pier Footings, Set CL scribes and WP1 nail on North Abutment wall, Set WP2 nail on North Pier Column;
Topo slope to calculate slope ratio",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-27,250527-029,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Manager,HR,0.25,discuss sketch with CS,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-28,250529-001,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,1.5,"CB - Review requirements for Monday layout with Chris Seeley, review and markup As-Built Sketch Plan",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-26,250530-024,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Data Processing,HR,1.0,"CS.  PROCESSING CB FIELD DATA FROM 05/23.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-27,250530-026,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,"CS.  DRAFTING ON LAYOUT SKETCH FOR AS-BUILT/FORM CHECK.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-28,250530-031,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.0,"CS.  DRAFTING SLOPE ALL SLOPE SKETCH,								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-05-30,250530-037,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,2.5,"CS.  DRAFTING ON LAYOUT SKETCH, MARKUPS FROM CB, FIELD LAYOUT PREP FOR PATH SLOPES.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-01,250602-012,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,3.0,"CB-Build Road in Data Collector, check MSE Wall tables",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-02,250602-038,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,2.5,FORM ASB SKETCH,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-02,250602-044,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,10.5,CB - Layout Toe of MSE Walls to BOS locations/elevations on North and South approaches for planning purposes.,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-03,250603-023,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,Check Plan,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-04,250604-017,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.0,sketch revisions,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-03,250604-025,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,draft sketch 6,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-04,250604-041,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Data Processing,HR,1.0,"CS.  PROCESSING CB FIELD DATA FROM 06/02.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-06,250606-046,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,"CS.  DRAFTING ON LAYOUT SKETCHES FOR BOTTOM OF SLOPE.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-06,250608-002,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,6.0,"CB - Topo Slopes/Marsh area, STA 12+90 - 13+20 L & 13+20 - 13+50 R",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-08,250608-003,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,0.5,CB - QC Sketches SK8 & SK9,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-10,250610-029,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,0.5,CB - QA 24005-SLOPE-TOPO-XSEC1.pdf drawing,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-09,250611-003,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Data Processing,HR,1.0,"CS.  PROCESSING CB FIELD DATA FROM 06/06.  						
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-09,250611-003,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,"CS.  DRAFTING ON SLOPE CROSS SECTION PLAN, MARKUPS TO LAYOUT SKETCHES.	",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-10,250611-006,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.5,"CS.  DRAFTING MARKUPS ON SLOPE SKETCH, ADDING DESIGN SURFACES TO CROSS SECTIONS.								
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-10,250612-007,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.0,revisions to forms sketch. Review sketches completed by Chris,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-12,250612-028,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,5.0,"CB - As-Built South Pier column and bolts, and South Abutment Wall, set nails at WP3, WP4 and along centreline of South Abutment",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-13,250613-025,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Data Processing,HR,1.0,"CS.  PROCESSING CB FIELD DATA FROM 06/12.  						
",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-13,250613-025,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,0.5,CS.  CREATING DWG PACKAGE FOR XSEC PLAN.		,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-13,250613-028,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,2.0,as built sketch,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-10,250615-008,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,Review and Check Plan,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-04,250615-009,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,Review Plan,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-16,250616-022,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Manager,HR,0.5,Review and mark up sketches,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-16,250616-036,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",CAD Drafting,HR,1.0,revise sketches,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-16,250621-001,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.25,Send digital files,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-10,250621-002,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.75,"Talk to client regarding drawing discrepancies, confirm with CB and instruct CS for corrections and send new files",Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-06-23,250623-026,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,Send As-built sketches to Surespan,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-07-22,250722-017,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,2.5,CB - Build Road in Trimble Access/TSC7,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-08-07,250811-019,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,3.0,CB - Build road in data collector.,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-08-07,250811-019,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Project Manager,HR,0.5,Project Manager,Ready to Schedule
24005,"[""Site Layout"",""Construction""]",Ready to Schedule,2025-08-20,250821-004,24005,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Utility, Property line, Construction layout""}]",Survey Technologist,HR,3.0,"CB - Travel to site, scheduled work cancelled without notice; complete building road .RXL file in data collector.",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Job Setup,2023-12-08,231208-011,24007,DWR.TM,[],Estimating,HR,1.25,"Estimate setup, emails, scope addition",Job Setup
24007,"[""Topographic Survey"",""Monitoring""]",Job Setup,2023-12-12,231212-030,24007,DWR.TM,[],Estimating,HR,3.0,"Enquiry about using drone echo sounder. Emails, calls with Measur, calls with Client. Scope changes.",Job Setup
24007,"[""Topographic Survey"",""Monitoring""]",Job Setup,2023-12-13,231213-021,24007,DWR.TM,[],Estimating,HR,2.75,"Excel, word doc. Discussions with David. Emails with client. Submittal",Job Setup
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-01-31,240131-042,24007,DWR.TM,[],Administrator,HR,0.5,Project Conversion,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-09,240211-010,24007,DWR.TM,[],Survey Technician,HR,1.0,Communications with Osama and Tanya,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240216-007,24007,DWR.TM,[],Survey Technologist,HR,1.0,"JH - kickoff meeting via Google, review contract, estimate ",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240216-047,24007,DWR.TM,[],CAD Manager,HR,1.0,"kick off meeting, correspondence",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-14,240219-004,24007,DWR.TM,[],Survey Technician,HR,4.0,"Travel to site, meeting with Ram, City of Maple Ridge, City's consulting and Envortech.  discussion scope of project, check out Creek on eastside of site, travel to office.",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240219-007,24007,DWR.TM,[],Survey Technician,HR,1.0,Kick off meeting and discussions about time lines,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240220-010,24007,DWR.TM,[],CAD Drafting,HR,2.0,"PROJECT KICKOFF MEETING ,BC ONE CALL FOR PROJECT, LOOKING AT MAPLE RIDGE STANDARDS",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-20,240220-045,24007,DWR.TM,[],Survey Technologist,HR,8.0,"JH - load up, travel to site, FHA. Tie GCMs, search for legal. Set control. Aerial panorama. Top with RTK.  Notes. Travel, unload, data import, admin ",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-14,240221-005,24007,DWR.TM,[],Project Manager,HR,2.5,"meeting on site with the City, PM and Ram engineers - discuss scope and plan to mitigate failing slope",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240221-008,24007,DWR.TM,[],Project Manager,HR,1.0,prep for meeting - make notes and attach files,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240221-008,24007,DWR.TM,[],Project Manager,HR,0.5,Kickoff meeting,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-16,240221-016,24007,DWR.TM,[],Survey Technician,HR,2.0,TK - Calc and set up job,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-20,240221-018,24007,DWR.TM,[],Survey Technician,HR,0.5,(TK)Communications with JH,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-23,240223-021,24007,DWR.TM,[],Survey Technologist,HR,10.0,"JH - load up, travel to site, FHA. Setup, continue topo with S7. Tie trees with tag number, set spks. Notes, travel, unload. Data import, admin ",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-24,240224-001,24007,DWR.TM,[],Survey Technologist,HR,10.0,SY - Topo survey,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-26,240226-031,24007,DWR.TM,[],Survey Technologist,HR,10.0,"JH - load up, travel to site, FHA. Resection from control, continue topo. Setup on control, topo, trees, creek, se.  Notes, travel, unload, data import, admin ",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-23,240227-001,24007,DWR.TM,[],Survey Assistant,HR,6.0,"Travel to site, cutting through blackberries to access trees and slope for topo, Travel to office.",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-26,240227-002,24007,DWR.TM,[],Survey Assistant,HR,8.0,"(KL)Travel to site, continue cutting blackberries along water course to access to of bank and land slide area, meet with locators Quadra, not able to locate underground storm lines, travel back to office",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-26,240227-010,24007,DWR.TM,[],Survey Technologist,HR,10.0,SY - Topo Survey,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-26,240229-002,24007,DWR.TM,[],Data Processing,HR,2.5,"PROCESSING JH FIELD DATA, SETTING UP NETWORK ADJUSTMENT",Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-28,240229-012,24007,DWR.TM,[],Data Processing,HR,1.0,PROCESSING JH FIELD DATA 02/26,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-28,240229-012,24007,DWR.TM,[],CAD Drafting,HR,1.5,CREATING SURFACE AND CONTOURS FOR KL,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-02-26,240304-015,24007,DWR.TM,[],Administrator,HR,2.5,manage and organize utility locating company - comm with team on site,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-03-01,240304-044,24007,DWR.TM,[],Project Manager,HR,0.5,internal communications,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-03-01,240304-046,24007,DWR.TM,[],Project Manager,HR,0.5,Internal communications with CAD team,Ready to Schedule
24007,"[""Topographic Survey"",""Monitoring""]",Ready to Schedule,2024-03-01,240304-057,24007,DWR.TM,[],CAD Drafting,HR,1.5,DRAFTING ON SITE PLAN,Ready to Schedule
